,Text
2470,"Just a week ago, the global media brought attention to the murder of Dutch filmmaker Theo van Gogh, who gained notoriety for his controversial film on Islamic culture."
2471,"- A flight from Switzerland to the Dominican Republic had to return to Zurich after a piece of metal fell from the plane as it was taking off, captured in a photo by a passenger (as reported by the Swiss daily Le Matin)."
2472,"However, it's not just a matter of traditional media enhancing their stories with content from regular individuals; it also involves firsthand journalism through online diaries or weblogs."
2473,"There are concerns about the potential drawbacks of the increasing trend of picture agencies paying for exclusive phone pictures, particularly those of celebrities."
2474,The UK is witnessing the emergence of quicker broadband services as more internet providers start offering super-fast options.
2475,"Jill Finger, a research director at analyst firm IDC, stated that ISPs will purchase the bandwidth if it is available."
2476,Broadband's swift growth persists as speeds increase significantly.
2477,"Chris Stening, the general manager of UK Online, described it as a significant advancement in broadband."
2478,"The local loop unbundling process, initiated by the now defunct telecoms regulator Oftel, has gained popularity in recent months due to decreasing costs."
2479,"In California, the creators of computer programs that covertly monitor activities on home PCs may be subject to significant fines."
2480,"Adware, a type of spyware, can gather information about a computer user's internet browsing habits, leading to an influx of difficult-to-close pop-up ads."
2481,Firms that violate regulations regarding the sale of ringtones and other mobile extras risk being disconnected from all UK phone networks.
